2021/01/23	12:55:07.142

Temps (ms)	Expediteur			Message
32543		C3PO		PosReport C3PO_ghost 1477.41943359375 988.1143188476562 -3.494140625
32645		C3PO		PosReport C3PO_ghost 1534.6246337890625 967.0675048828125 -3.494140625
32695		Interface		SpeedCmd C3PO_ghost -2 0 2.0000000002611458
32747		C3PO		PosReport C3PO_ghost 1593.6724853515625 951.938232421875 -3.2906932830810547
32848		C3PO		PosReport C3PO_ghost 1654.46240234375 949.0462036132812 -3.087569236755371
32950		C3PO		PosReport C3PO_ghost 1714.571044921875 958.4728393554688 -2.8844966888427734
33051		C3PO		PosReport C3PO_ghost 1771.72314453125 979.9176635742188 -2.680756092071533
33072		C3PO		ActuatorReport C3PO_ghost EV2 0
33153		C3PO		PosReport C3PO_ghost 1823.34375 1012.4746704101562 -2.4770588874816895
33255		C3PO		PosReport C3PO_ghost 1867.203125 1054.6734619140625 -2.2739181518554688
33300		Interface		SpeedCmd C3PO_ghost -2 0 0.0
33300		Interface		SpeedCmd C3PO_ghost -2 0 2.0000000002611458
33335		Interface		SpeedCmd C3PO_ghost -2 0 0.0
33335		Interface		SpeedCmd C3PO_ghost -2 0 2.0000000002611458
33356		C3PO		PosReport C3PO_ghost 1901.5985107421875 1104.7637939453125 -2.0711159706115723
33401		Interface		SpeedCmd C3PO_ghost -2 0 0.0
33401		Interface		SpeedCmd C3PO_ghost -2 0 2.0000000002611458
33416		Interface		SpeedCmd C3PO_ghost -2 0 0.0
33416		Interface		SpeedCmd C3PO_ghost -2 0 2.0000000002611458
33456		Interface		SpeedCmd C3PO_ghost -2 0 0.0
33456		Interface		SpeedCmd C3PO_ghost -2 0 2.0000000002611458
33458		C3PO		PosReport C3PO_ghost 1925.20849609375 1160.783203125 -1.8682163953781128
33497		Interface		SpeedCmd C3PO_ghost -2 0 0.0
33497		Interface		SpeedCmd C3PO_ghost -2 0 2.0000000002611458
33537		Interface		SpeedCmd C3PO_ghost -2 0 0.0
33537		Interface		SpeedCmd C3PO_ghost -2 0 2.0000000002611458
33559		C3PO		PosReport C3PO_ghost 1937.0394287109375 1220.344482421875 -1.665540099143982
33604		Interface		SpeedCmd C3PO_ghost -2 0 0.0
33604		Interface		SpeedCmd C3PO_ghost -2 0 2.0000000002611458
33618		Interface		SpeedCmd C3PO_ghost -2 0 0.0
33618		Interface		SpeedCmd C3PO_ghost -2 0 2.0000000002611458
33657		Interface		SpeedCmd C3PO_ghost -2 0 0.0
33657		Interface		SpeedCmd C3PO_ghost -2 0 2.0000000002611458
33661		C3PO		PosReport C3PO_ghost 1941.2547607421875 1281.1861572265625 -1.5635617971420288
33697		Interface		SpeedCmd C3PO_ghost -2 0 0.0
33697		Interface		SpeedCmd C3PO_ghost -2 0 2.0000000002611458
33738		Interface		SpeedCmd C3PO_ghost -2 0 0.0
33738		Interface		SpeedCmd C3PO_ghost -2 0 2.0000000002611458
33762		C3PO		PosReport C3PO_ghost 1934.6669921875 1341.5897216796875 -1.3607620000839233
33794		Interface		SpeedCmd C3PO_ghost 0 0 2.0000000002611458
33794		Interface		SpeedCmd C3PO_ghost 0 0 0.0
33794		Interface		SpeedCmd C3PO_ghost 0 0 2.0000000002611458
33818		Interface		SpeedCmd C3PO_ghost 0 0 0.0
33818		Interface		SpeedCmd C3PO_ghost 0 0 2.0000000002611458
33858		Interface		SpeedCmd C3PO_ghost 0 0 0.0
33858		Interface		SpeedCmd C3PO_ghost 0 0 2.0000000002611458
33864		Interface		SpeedCmd C3PO_ghost 0 0 0.0
33864		C3PO		PosReport C3PO_ghost 1934.6669921875 1341.5897216796875 -1.157457709312439
33965		C3PO		PosReport C3PO_ghost 1934.6669921875 1341.5897216796875 -1.157457709312439
34068		C3PO		PosReport C3PO_ghost 1934.6669921875 1341.5897216796875 -1.157457709312439
34079		C3PO		ActuatorReport C3PO_ghost LED0 0
34146		Interface		SpeedCmd C3PO_ghost 2 0 0.0
34171		C3PO		PosReport C3PO_ghost 1947.0140380859375 1313.439208984375 -1.157457709312439
34272		C3PO		PosReport C3PO_ghost 1971.531494140625 1257.5404052734375 -1.157457709312439
34374		C3PO		PosReport C3PO_ghost 1996.1199951171875 1201.47998046875 -1.157457709312439
34476		C3PO		PosReport C3PO_ghost 2020.5928955078125 1145.68310546875 -1.157457709312439
34578		C3PO		PosReport C3PO_ghost 2045.2222900390625 1089.529296875 -1.157457709312439
34655		Interface		SpeedCmd C3PO_ghost 2 0 -2.0000000002611458
34680		C3PO		PosReport C3PO_ghost 2068.2861328125 1033.0950927734375 -1.2590097188949585
34782		C3PO		PosReport C3PO_ghost 2081.018310546875 973.2813110351562 -1.463121771812439
34883		C3PO		PosReport C3PO_ghost 2081.380615234375 912.3248291015625 -1.6665767431259155
34985		C3PO		PosReport C3PO_ghost 2069.3935546875 852.4688720703125 -1.870322585105896
35087		C3PO		PosReport C3PO_ghost 2045.6240234375 796.423828125 -2.0735087394714355
35189		C3PO		PosReport C3PO_ghost 2011.042236328125 746.3375854492188 -2.27665376663208
35255		Interface		SpeedCmd C3PO_ghost 2 0 0.0
35255		Interface		SpeedCmd C3PO_ghost 2 0 -2.0000000002611458
35290		C3PO		PosReport C3PO_ghost 1966.982421875 704.192626953125 -2.4801535606384277
35328		Interface		SpeedCmd C3PO_ghost 2 0 0.0
35328		Interface		SpeedCmd C3PO_ghost 2 0 -2.0000000002611458
35337		Interface		SpeedCmd C3PO_ghost 2 0 0.0
35337		Interface		SpeedCmd C3PO_ghost 2 0 -2.0000000002611458
35375		Interface		SpeedCmd C3PO_ghost 2 0 0.0
35375		Interface		SpeedCmd C3PO_ghost 2 0 -2.0000000002611458
35392		C3PO		PosReport C3PO_ghost 1918.0093994140625 668.0407104492188 -2.581958770751953
35422		Interface		SpeedCmd C3PO_ghost 2 0 0.0
35422		Interface		SpeedCmd C3PO_ghost 2 0 -2.0000000002611458
35456		Interface		SpeedCmd C3PO_ghost 2 0 0.0
35456		Interface		SpeedCmd C3PO_ghost 2 0 -2.0000000002611458
35494		C3PO		PosReport C3PO_ghost 1863.2847900390625 641.0756225585938 -2.785580635070801
35558		Interface		SpeedCmd C3PO_ghost 2 0 0.0
35559		Interface		SpeedCmd C3PO_ghost 2 0 -2.0000000002611458
35559		Interface		SpeedCmd C3PO_ghost 2 0 0.0
35559		Interface		SpeedCmd C3PO_ghost 2 0 -2.0000000002611458
35577		Interface		SpeedCmd C3PO_ghost 2 0 0.0
35577		Interface		SpeedCmd C3PO_ghost 2 0 -2.0000000002611458
35596		C3PO		PosReport C3PO_ghost 1804.3397216796875 625.7496337890625 -2.988859176635742
35661		Interface		SpeedCmd C3PO_ghost 2 0 0.0
35661		Interface		SpeedCmd C3PO_ghost 2 0 -2.0000000002611458
35661		Interface		SpeedCmd C3PO_ghost 2 0 0.0
35661		Interface		SpeedCmd C3PO_ghost 2 0 -2.0000000002611458
35697		C3PO		PosReport C3PO_ghost 1743.6082763671875 621.0966796875 -3.0906214714050293
35727		Interface		SpeedCmd C3PO_ghost 2 0 0.0
35727		Interface		SpeedCmd C3PO_ghost 2 0 -2.0000000002611458
35737		Interface		SpeedCmd C3PO_ghost 2 0 0.0
35737		Interface		SpeedCmd C3PO_ghost 2 0 -2.0000000002611458
35778		Interface		SpeedCmd C3PO_ghost 2 0 0.0
35778		Interface		SpeedCmd C3PO_ghost 2 0 -2.0000000002611458
35799		C3PO		PosReport C3PO_ghost 1682.76513671875 624.183837890625 -3.2939553260803223
35856		Interface		SpeedCmd C3PO_ghost 2 0 0.0
35856		Interface		SpeedCmd C3PO_ghost 2 0 -2.0000000002611458
35863		Interface		SpeedCmd C3PO_ghost 2 0 0.0
35863		Interface		SpeedCmd C3PO_ghost 2 0 -2.0000000002611458
35900		C3PO		PosReport C3PO_ghost 1623.7091064453125 639.5271606445312 -3.497608184814453
35932		Interface		SpeedCmd C3PO_ghost 2 0 0.0
35932		Interface		SpeedCmd C3PO_ghost 2 0 -2.0000000002611458
35942		Interface		SpeedCmd C3PO_ghost 2 0 0.0
35942		Interface		SpeedCmd C3PO_ghost 2 0 -2.0000000002611458
35982		Interface		SpeedCmd C3PO_ghost 2 0 0.0
35983		Interface		SpeedCmd C3PO_ghost 2 0 -2.0000000002611458
36002		C3PO		PosReport C3PO_ghost 1569.16357421875 666.3803100585938 -3.700526714324951
36067		Interface		SpeedCmd C3PO_ghost 2 0 0.0
36067		Interface		SpeedCmd C3PO_ghost 2 0 -2.0000000002611458
36067		Interface		SpeedCmd C3PO_ghost 2 0 0.0
36067		Interface		SpeedCmd C3PO_ghost 2 0 -2.0000000002611458
36103		C3PO		PosReport C3PO_ghost 1520.0830078125 702.5659790039062 -3.8024353981018066
36135		Interface		SpeedCmd C3PO_ghost 2 0 0.0
36135		Interface		SpeedCmd C3PO_ghost 2 0 -2.0000000002611458
36145		Interface		SpeedCmd C3PO_ghost 2 0 0.0
36145		Interface		SpeedCmd C3PO_ghost 2 0 -2.0000000002611458
36186		Interface		SpeedCmd C3PO_ghost 2 0 0.0
36186		Interface		SpeedCmd C3PO_ghost 2 0 -2.0000000002611458
36205		C3PO		PosReport C3PO_ghost 1476.00244140625 744.679443359375 -4.005912780761719
36267		Interface		SpeedCmd C3PO_ghost 2 0 0.0
36267		Interface		SpeedCmd C3PO_ghost 2 0 -2.0000000002611458
36267		Interface		SpeedCmd C3PO_ghost 2 0 0.0
36267		Interface		SpeedCmd C3PO_ghost 2 0 -2.0000000002611458
36305		Interface		SpeedCmd C3PO_ghost 2 0 0.0
36305		Interface		SpeedCmd C3PO_ghost 2 0 -2.0000000002611458
36307		C3PO		PosReport C3PO_ghost 1441.2867431640625 794.9313354492188 -4.209768295288086
36345		Interface		SpeedCmd C3PO_ghost 2 0 0.0
36345		Interface		SpeedCmd C3PO_ghost 2 0 -2.0000000002611458
36385		Interface		SpeedCmd C3PO_ghost 2 0 0.0
36385		Interface		SpeedCmd C3PO_ghost 2 0 -2.0000000002611458
36409		C3PO		PosReport C3PO_ghost 1417.5294189453125 850.9559326171875 -4.412875652313232
36468		Interface		SpeedCmd C3PO_ghost 2 0 0.0
36468		Interface		SpeedCmd C3PO_ghost 2 0 -2.0000000002611458
36468		Interface		SpeedCmd C3PO_ghost 2 0 0.0
36469		Interface		SpeedCmd C3PO_ghost 2 0 -2.0000000002611458
36506		Interface		SpeedCmd C3PO_ghost 2 0 0.0
36506		Interface		SpeedCmd C3PO_ghost 2 0 -2.0000000002611458
36510		C3PO		PosReport C3PO_ghost 1404.00732421875 910.5504760742188 -4.514716625213623
36553		Interface		SpeedCmd C3PO_ghost 2 0 0.0
36553		Interface		SpeedCmd C3PO_ghost 2 0 -2.0000000002611458
36593		Interface		SpeedCmd C3PO_ghost 2 0 0.0
36593		Interface		SpeedCmd C3PO_ghost 2 0 -2.0000000002611458
36612		C3PO		PosReport C3PO_ghost 1398.16748046875 971.1719970703125 -4.717986106872559
36669		Interface		SpeedCmd C3PO_ghost 2 0 0.0
36669		Interface		SpeedCmd C3PO_ghost 2 0 -2.0000000002611458
36676		Interface		SpeedCmd C3PO_ghost 2 0 0.0
36676		Interface		SpeedCmd C3PO_ghost 2 0 -2.0000000002611458
36679		Interface		SpeedCmd C3PO_ghost 2 0 0.0
36688		Interface		SpeedCmd C3PO_ghost 1 0 0.0
36714		C3PO		PosReport C3PO_ghost 1401.5181884765625 1016.7490234375 -4.819769859313965
36815		C3PO		PosReport C3PO_ghost 1404.7835693359375 1047.0416259765625 -4.819769859313965
36917		C3PO		PosReport C3PO_ghost 1408.0611572265625 1077.447265625 -4.819769859313965
37012		Interface		SpeedCmd C3PO_ghost 0 0 0.0
37019		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -4.819769859313965
37100		C3PO		ActuatorReport C3PO_ghost LED0 1
37100		C3PO		ActuatorReport C3PO_ghost LED1 1
37121		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -4.819769859313965
37223		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -4.819769859313965
37325		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -4.819769859313965
37428		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -4.819769859313965
37530		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -4.819769859313965
37633		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -4.819769859313965
37736		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -4.819769859313965
37839		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -4.819769859313965
37942		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -4.819769859313965
38045		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -4.819769859313965
38147		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -4.819769859313965
38249		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -4.819769859313965
38352		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -4.819769859313965
38454		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -4.819769859313965
38557		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -4.819769859313965
38659		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -4.819769859313965
38761		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -4.819769859313965
38863		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -4.819769859313965
38966		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -4.819769859313965
39068		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -4.819769859313965
39170		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -4.819769859313965
39273		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -4.819769859313965
39377		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -4.819769859313965
39478		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -4.819769859313965
39579		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -4.819769859313965
39681		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -4.819769859313965
39783		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -4.819769859313965
39832		Interface		PosCmdOrient C3PO_ghost 1892.1832884097034 1053.2345013477088 2.0344439360613458
39884		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -4.738394260406494
39986		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -4.657180309295654
40088		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -4.575620174407959
40118		C3PO		ActuatorReport C3PO_ghost EV2 1
40189		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -4.494402885437012
40291		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -4.412899971008301
40393		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -4.331721782684326
40495		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -4.250149250030518
40596		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -4.168822765350342
40698		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -4.087376117706299
40800		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -4.006086826324463
40902		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -3.9244887828826904
41004		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -3.843064069747925
41106		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -3.761525869369507
41207		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -3.6799817085266113
41309		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -3.5989980697631836
41410		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -3.51753830909729
41512		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -3.4364092350006104
41613		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -3.3553478717803955
41715		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -3.2741801738739014
41817		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -3.1928138732910156
41918		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -3.111448287963867
42020		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -3.0299854278564453
42122		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -2.9486489295959473
42223		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -2.8672492504119873
42325		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -2.7859058380126953
42427		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -2.7043755054473877
42528		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -2.6231560707092285
42630		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -2.541865348815918
42732		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -2.460561752319336
42834		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -2.379162311553955
42935		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -2.2977800369262695
43037		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -2.2162399291992188
43139		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -2.134817123413086
43241		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -2.0532643795013428
43342		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -1.9719512462615967
43444		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -1.8905583620071411
43546		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -1.8092029094696045
43648		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -1.7278711795806885
43749		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -1.6467467546463013
43851		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -1.5655229091644287
43952		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -1.4842708110809326
44054		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -1.4027613401412964
44145		C3PO		ActuatorReport C3PO_ghost EV2 0
44156		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -1.321302890777588
44257		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -1.2399086952209473
44359		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -1.1587231159210205
44461		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -1.0769813060760498
44563		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -0.9955336451530457
44665		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -0.9139434099197388
44767		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -0.8324328660964966
44869		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -0.7510794401168823
44970		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -0.6696114540100098
45072		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -0.5882099866867065
45174		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -0.5067639350891113
45275		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -0.42553091049194336
45377		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -0.3439953923225403
45479		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -0.2629839777946472
45581		C3PO		PosReport C3PO_ghost 1409.6949462890625 1092.604248046875 -0.18147572875022888
45682		C3PO		PosReport C3PO_ghost 1424.8450927734375 1090.45556640625 -0.14089059829711914
45784		C3PO		PosReport C3PO_ghost 1455.122314453125 1086.1612548828125 -0.14089059829711914
45886		C3PO		PosReport C3PO_ghost 1485.2257080078125 1081.8917236328125 -0.14089059829711914
45987		C3PO		PosReport C3PO_ghost 1515.48583984375 1077.5999755859375 -0.14089059829711914
46089		C3PO		PosReport C3PO_ghost 1545.6424560546875 1073.3228759765625 -0.14089059829711914
46191		C3PO		PosReport C3PO_ghost 1575.90771484375 1069.0302734375 -0.14089059829711914
46293		C3PO		PosReport C3PO_ghost 1606.0819091796875 1064.750732421875 -0.14089059829711914
46394		C3PO		PosReport C3PO_ghost 1636.494873046875 1061.38134765625 -0.10018281638622284
46496		C3PO		PosReport C3PO_ghost 1666.8408203125 1058.3309326171875 -0.10018281638622284
46598		C3PO		PosReport C3PO_ghost 1697.255126953125 1055.2738037109375 -0.10018281638622284
46700		C3PO		PosReport C3PO_ghost 1727.609619140625 1052.2225341796875 -0.10018281638622284
46801		C3PO		PosReport C3PO_ghost 1758.072021484375 1050.0966796875 -0.059523679316043854
46904		C3PO		PosReport C3PO_ghost 1788.6075439453125 1048.2769775390625 -0.059523679316043854
47005		C3PO		PosReport C3PO_ghost 1819.099609375 1047.392333984375 -0.018822574988007545
47107		C3PO		PosReport C3PO_ghost 1849.576171875 1047.129150390625 0.021878529340028763
47208		C3PO		PosReport C3PO_ghost 1879.9967041015625 1049.0338134765625 0.10317544639110565
47310		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 0.1845868080854416
47412		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 0.1847151815891266
47514		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 0.2661826014518738
47616		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 0.3476654887199402
47718		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 0.4294266700744629
47820		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 0.510892391204834
47922		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 0.5922316312789917
48023		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 0.6736592054367065
48125		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 0.7550797462463379
48176		C3PO		ActuatorReport C3PO_ghost EV2 0
48227		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 0.8364323377609253
48329		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 0.9179491996765137
48431		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 0.999421238899231
48532		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 1.0805531740188599
48634		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 1.1619709730148315
48736		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 1.2433249950408936
48837		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 1.3247497081756592
48939		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 1.4060696363449097
49041		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 1.4875133037567139
49143		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 1.5689377784729004
49244		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 1.6505087614059448
49346		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 1.7315891981124878
49447		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 1.8128087520599365
49548		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 1.8936998844146729
49651		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 1.9349154233932495
49753		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 1.9349154233932495
49855		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 1.9349154233932495
49958		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 1.9349154233932495
50061		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 1.9349154233932495
50165		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 1.9349154233932495
50268		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 1.9349154233932495
50371		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 1.9349154233932495
50474		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 1.9349154233932495
50577		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 1.9349154233932495
50680		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 1.9349154233932495
50783		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 1.9349154233932495
50885		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 1.9349154233932495
50987		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 1.9349154233932495
51090		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 1.9349154233932495
51192		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 1.9349154233932495
51295		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 1.9349154233932495
51398		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 1.9349154233932495
51501		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 1.9349154233932495
51603		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 1.9349154233932495
51705		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 1.9349154233932495
51807		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 1.9349154233932495
51914		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 1.9349154233932495
52017		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 1.9349154233932495
52120		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 1.9349154233932495
52222		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 1.9349154233932495
52325		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 1.9349154233932495
52427		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 1.9349154233932495
52530		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 1.9349154233932495
52633		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 1.9349154233932495
52735		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 1.9349154233932495
52838		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 1.9349154233932495
52942		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 1.9349154233932495
53044		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 1.9349154233932495
53147		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 1.9349154233932495
53250		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 1.9349154233932495
53352		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 1.9349154233932495
53455		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 1.9349154233932495
53558		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 1.9349154233932495
53661		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 1.9349154233932495
53763		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 1.9349154233932495
53866		C3PO		PosReport C3PO_ghost 1910.2042236328125 1053.4102783203125 1.9349154233932495
